packet_rate,failed_logins,event,action_label
11.12,0,Normal,ALLOW
18.52,1,Normal,ALLOW
27.38,1,Normal,ALLOW
26.46,1,Normal,ALLOW
35.5,1,Port Scan,ALERT
13.58,0,Normal,ALLOW
30.47,0,Port Scan,ALERT
24.12,1,Normal,ALLOW
18.6,0,Normal,ALLOW
48.39,0,Port Scan,ALERT
60.66,2,Port Scan,ALERT
9.11,0,Normal,ALLOW
27.36,11,Brute Force,BLOCK_IP
24.49,1,Normal,ALLOW
7.99,1,Normal,ALLOW
22.39,0,Normal,ALLOW
6.18,0,Normal,ALLOW
29.2,13,Brute Force,BLOCK_IP
9.23,1,Normal,ALLOW
26.33,0,Normal,ALLOW
25.83,1,Normal,ALLOW
75.2,1,Port Scan,ALERT
515.96,0,DDoS,RATE_LIMIT
20.16,11,Brute Force,BLOCK_IP
6.1,1,Normal,ALLOW
939.98,0,DDoS,RATE_LIMIT
828.54,0,DDoS,RATE_LIMIT
23.03,4,Brute Force,BLOCK_IP
21.75,0,Normal,ALLOW
13.17,0,Normal,ALLOW
6.98,0,Normal,ALLOW
6.21,1,Normal,ALLOW
17.12,0,Normal,ALLOW
27.39,1,Normal,ALLOW
78.2,1,Port Scan,ALERT
8.69,1,Normal,ALLOW
15.75,1,Normal,ALLOW
62.99,0,Port Scan,ALERT
34.73,0,Port Scan,ALERT
29.81,0,Normal,ALLOW
19.26,1,Normal,ALLOW
14.18,15,Brute Force,BLOCK_IP
34.9,12,Brute Force,BLOCK_IP
17.6,0,Normal,ALLOW
28.19,0,Normal,ALLOW
47.94,4,Brute Force,BLOCK_IP
13.53,1,Normal,ALLOW
262.4,0,DDoS,RATE_LIMIT
7.65,0,Normal,ALLOW
21.07,1,Normal,ALLOW
78.91,0,Port Scan,ALERT
21.33,0,Normal,ALLOW
14.1,1,Normal,ALLOW
70.08,0,Port Scan,ALERT
15.76,1,Normal,ALLOW
14.34,0,Normal,ALLOW
6.01,1,Normal,ALLOW
11.42,0,Normal,ALLOW
21.9,7,Brute Force,BLOCK_IP
15.06,0,Normal,ALLOW
29.17,0,Normal,ALLOW
68.53,2,Port Scan,ALERT
14.06,1,Normal,ALLOW
21.71,1,Normal,ALLOW
5.98,1,Normal,ALLOW
14.8,11,Brute Force,BLOCK_IP
28.72,1,Normal,ALLOW
41.63,1,Port Scan,ALERT
17.06,0,Normal,ALLOW
18.31,6,Brute Force,BLOCK_IP
355.03,0,DDoS,RATE_LIMIT
40.73,1,Port Scan,ALERT
10.91,1,Normal,ALLOW
19.34,1,Normal,ALLOW
18.84,0,Normal,ALLOW
28.55,0,Normal,ALLOW
7.02,0,Normal,ALLOW
41.7,2,Port Scan,ALERT
28.05,1,Normal,ALLOW
21.36,0,Normal,ALLOW
8.57,1,Normal,ALLOW
49.81,1,Port Scan,ALERT
479.84,0,DDoS,RATE_LIMIT
26.99,14,Brute Force,BLOCK_IP
43.39,0,Port Scan,ALERT
20.49,0,Normal,ALLOW
22.67,0,Normal,ALLOW
18.92,1,Normal,ALLOW
6.06,1,Normal,ALLOW
9.05,0,Normal,ALLOW
9.21,1,Normal,ALLOW
37.15,4,Brute Force,BLOCK_IP
28.64,1,Normal,ALLOW
764.79,0,DDoS,RATE_LIMIT
10.85,1,Normal,ALLOW
16.35,1,Normal,ALLOW
25.6,5,Brute Force,BLOCK_IP
584.11,0,DDoS,RATE_LIMIT
14.33,0,Normal,ALLOW
72.78,2,Port Scan,ALERT
9.73,1,Normal,ALLOW
37.76,13,Brute Force,BLOCK_IP
20.83,0,Normal,ALLOW
51.13,0,Port Scan,ALERT
8.02,0,Normal,ALLOW
9.09,1,Normal,ALLOW
26.11,6,Brute Force,BLOCK_IP
22.09,0,Normal,ALLOW
51.55,1,Port Scan,ALERT
29.68,0,Normal,ALLOW
19.49,1,Normal,ALLOW
13.14,0,Normal,ALLOW
74.74,2,Port Scan,ALERT
12.16,1,Normal,ALLOW
23.05,0,Normal,ALLOW
10.99,15,Brute Force,BLOCK_IP
23.47,1,Normal,ALLOW
9.06,0,Normal,ALLOW
10.74,14,Brute Force,BLOCK_IP
11.25,1,Normal,ALLOW
20.65,1,Normal,ALLOW
19.31,1,Normal,ALLOW
17.61,0,Normal,ALLOW
10.42,1,Normal,ALLOW
54.78,2,Port Scan,ALERT
6.78,0,Normal,ALLOW
15.6,0,Normal,ALLOW
47.79,0,Port Scan,ALERT
25.63,0,Normal,ALLOW
37.52,14,Brute Force,BLOCK_IP
12.62,0,Normal,ALLOW
9.82,1,Normal,ALLOW
65.71,2,Port Scan,ALERT
22.25,1,Normal,ALLOW
36.13,7,Brute Force,BLOCK_IP
53.46,2,Port Scan,ALERT
14.02,6,Brute Force,BLOCK_IP
6.38,1,Normal,ALLOW
732.63,0,DDoS,RATE_LIMIT
12.16,0,Normal,ALLOW
9.59,1,Normal,ALLOW
10.26,1,Normal,ALLOW
72.15,2,Port Scan,ALERT
40.54,0,Port Scan,ALERT
30.27,0,Port Scan,ALERT
27.8,1,Normal,ALLOW
13.01,5,Brute Force,BLOCK_IP
21.12,1,Normal,ALLOW
24.3,0,Normal,ALLOW
18.94,0,Normal,ALLOW
334.57,0,DDoS,RATE_LIMIT
25.84,0,Normal,ALLOW
18.41,0,Normal,ALLOW
16.47,1,Normal,ALLOW
20.1,0,Normal,ALLOW
7.35,0,Normal,ALLOW
20.19,0,Normal,ALLOW
29.02,1,Normal,ALLOW
11.43,0,Normal,ALLOW
26.14,0,Normal,ALLOW
75.69,1,Port Scan,ALERT
27.54,0,Normal,ALLOW
14.59,0,Normal,ALLOW
25.86,0,Normal,ALLOW
60.71,0,Port Scan,ALERT
44.57,0,Port Scan,ALERT
5.96,1,Normal,ALLOW
31.0,1,Port Scan,ALERT
64.94,1,Port Scan,ALERT
312.13,0,DDoS,RATE_LIMIT
18.6,0,Normal,ALLOW
52.34,1,Port Scan,ALERT
243.37,0,DDoS,RATE_LIMIT
780.38,0,DDoS,RATE_LIMIT
7.03,0,Normal,ALLOW
50.18,0,Port Scan,ALERT
26.94,1,Normal,ALLOW
29.04,0,Normal,ALLOW
907.01,0,DDoS,RATE_LIMIT
28.33,0,Normal,ALLOW
